identifier;name;description;image;url;interior;tipo-evento;isAccesibleForFree;eventAttendanceMode;workPerformed;doorTime;audience;maximunAttendeCapacity;typicalAgeRange;startDate;endDate;eventStatus;Provincia;Municipio;Distrito;Barrio;nombre;address;postalCode
3423;Paquete especial Semana Santa. Entradas a espacios interiores del Castillo de Lorca. (Del 14 al 17 de Abril);Recorre el Castillo al completo y a tu ritmo con una audioguía mientras disfrutas del aire libre y del mejor paisaje del valle.;http://lorcaturismo.es/imagensubidas/castillo-Lorca.jpg;https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3423;false;http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/turismo;false;Presencial;;;Todos los publicos;;0-99;2020-04-14T0:00:00+01:00;2022-04-17T0:00:00+01:00;Terminado;Murcia;Lorca;;;Castillo de Lorca - Fortaleza del Sol;CASTILLO FORTALEZA DEL SOL. S. X - XX;30800
3403;EXPOSICIÓN CARTELES DE SEMANA SANTA LORCA;Una retrospectiva de la cartelería de Semana Santa;http://lorcaturismo.es/imagensubidas/14032013122937.jpg;https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3403;true;http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/exposicion;true;Presencial;;;Todos los publicos;;0-99;2022-03-29T0:00:00+01:00;2022-04-17T0:00:00+01:00;Terminado;Murcia;Lorca;;; PALACIO DE GUEVARA. S. XVII - XVIII;C/ Lope Gisbert;30800
3426;El Rey Sabio para niños: el ajedrez y la Torre Alfonsina ;"Participa en una visita guiada especial orientada a familias con niños centrada en el conocimiento de Alfonso X El Sabio y su relación con Lorca; descubriendo su pasión por el ajedrez mientras juegas como un niño con nuestro ajedrez gigante;
fiel reproducción del que se usaba en su época.";http://lorcaturismo.es/imagensubidas/castillo-Lorca.jpg;https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3426;false;http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/ajedrez;false;Presencial;;;Infantil;;0-18;2022-04-02T0:00:00+01:00;2022-04-23T0:00:00+01:00;Terminado;Murcia;Lorca;;;Castillo de Lorca - Fortaleza del Sol;CASTILLO FORTALEZA DEL SOL. S. X - XX;30800
3421;SILVESTRISMO;"Concurso de canto de jilgueros y mixtos

";https://culturayfestejos.lorca.es/imagAgenda/0848246042022160781.jpeg;https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3421;false;http://vocab.linkeddata.es/page/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/concurso;true;Presencial;;;Todos los publicos;;0-99;2022-04-09T0:00:00+01:00;2022-04-09T0:00:00+01:00;Terminado;Murcia;Lorca;;;Estadio Fco. Artés Carrasco;"C/ Diseminado Torrecilla; 84D";30817
3360;AUTOMOVILISMO;Rallye T.C. Zarcilla de Ramos;https://culturayfestejos.lorca.es/imagAgenda/0642375042022787881.jpg;https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3360;true;http://vocab.linkeddata.es/page/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/rallye;true;Presencial;;;Todos los publicos;;0-99;2022-04-09T0:00:00+01:00;2022-04-09T0:00:00+01:00;Terminado;Murcia;Lorca;Zarcilla de Ramos;;Zarcilla de Ramos;"CR. DE LORCA; 3";"30810
"
3317;Visita teatralizada: EL SECRETO DEL IRLANDÉS;Recorreremos el centro monumental siguiendo una trama de misterio;http://lorcaturismo.es/imagensubidas/oficina-virtual-turismo.jpg;https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3317;false;http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/excursion;true;Presencial;;;Todos los públicos;;0-99;2022-06-04T0:00:00+01:00;2022-06-04T0:00:00+01:00;Por empezar;Murcia;Lorca;;;OFICINA DE TURISMO DE LORCA. PLAZA DE ESPAÑA;"Plaza de España; 7";30800
3302;Visita guiada: LORCA MONUMENTAL Y SU BORDADO;;http://lorcaturismo.es/imagensubidas/oficina-virtual-turismo.jpg;https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3302;false;http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/excursion;true;Presencial;;;Todos los públicos;;0-99;2022-06-09T0:00:00+01:00;2022-06-09T0:00:00+01:00;Por empezar;Murcia;Lorca;;;OFICINA DE TURISMO DE LORCA. PLAZA DE ESPAÑA;"Plaza de España; 7";30800
3328;Visita guiada: EL CASCO ANTIGUO DE LORCA;;http://lorcaturismo.es/imagensubidas/oficina-virtual-turismo.jpg;https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3328;false;http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/excursion;true;Presencial;;;Todos los públicos;;0-99;2022-06-18T0:00:00+01:00;2022-06-18T0:00:00+01:00;Por empezar;Murcia;Lorca;;;OFICINA DE TURISMO DE LORCA. PLAZA DE ESPAÑA;"Plaza de España; 7";30800
