identifier,name,description,image,url,interior,tipo-evento,isAccesibleForFree,eventAttendanceMode,workPerformed,doorTime,audience,maximunAttendeCapacity,typicalAgeRange,startDate,endDate,eventStatus,Provincia,Municipio,Distrito,Barrio,nombre,address,postalCode
1285153785025,'Caravana escape room - Houdini experience'' (HÉCTOR SANSEGUNDO),"Disfruta de una mezcla perfecta de espectáculo de teatro y magia dentro de un museo inversivo , y forma parte de la historia viviendo un escape room único, original y con sorpresas inolvidables.","https://datosabiertos.jcyl.es/web/jcyl/binarios/529/599/CARAVANA%20ESCAPE%20ROOM,0.jpeg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true",https://www.hectorsansegundo.com/,false,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/teatro,false,Prensecial,,,Público familiar,,0-99,2022-08-12T22:00+01:00,2022-08-12T01:00+01:00,Por empezar,Salamanca,Lumbrales,,,Centro Cultural de la Villa (Lumbrales),"Plaza Mayor, 1",37240
