id,titulo,url,fechainicio,fechafin,longitud,latitud
"3301","Visita guiada: LORCA MONUMENTAL Y SU BORDADO","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3301","08/05/2022 0:00:00","08/05/2022 0:00:00","-1.69908396078267","37.6767854617011"
"2565","OCEANÍA","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=2565","12/05/2022 0:00:00","12/05/2022 0:00:00","-1.69859579874196","37.6733038382908"
"3378","NATACIÓN","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3378","14/05/2022 0:00:00","14/05/2022 0:00:00","-1.71148917747655","37.6592122098905"
"3377","NATACIÓN ARTÍSTICA","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3377","14/05/2022 0:00:00","14/05/2022 0:00:00","-1.68850801063695","37.6773416571359"
"3379","VOLEIBOL","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3379","14/05/2022 0:00:00","14/05/2022 0:00:00","-1.68850801063695","37.6773416571359"
"3380","AUTOMOVILISMO","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3380","15/05/2022 0:00:00","15/05/2022 0:00:00","-1.69475219322362","37.6728962229164"
"3068","VUELA PLUMA","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3068","16/05/2022 0:00:00","16/05/2022 0:00:00","-1.69859579874196","37.6733038382908"
"2540","SIETE CABRITILLOS","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=2540","17/05/2022 0:00:00","17/05/2022 0:00:00","-1.69859579874196","37.6733038382908"
"3414","CAMPO A TRAVÉS ESCOLAR LOCAL","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3414","18/05/2022 0:00:00","18/05/2022 0:00:00","-1.7314716346375","37.6440942290314"
"3201","CUENTOS MÁGICOS DE KAMISHIBAI","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3201","18/05/2022 0:00:00","18/05/2022 0:00:00","-1.69859579874196","37.6733038382908"
"3143","LA PORTEÑA TANGO","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3143","20/05/2022 0:00:00","20/05/2022 0:00:00","-1.69859579874196","37.6733038382908"
"3381","AUTOMOVILISMO","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3381","21/05/2022 0:00:00","22/05/2022 0:00:00","-1.69475219322362","37.6728962229164"
"3327","Visita guiada: EL CASCO ANTIGUO DE LORCA","https://www.lorca.es/agenda/detalleagenda.asp?idagenda=3327","21/05/2022 0:00:00","21/05/2022 0:00:00","-1.69908396078267","37.6767854617011"
