fecha_hasta;tipo;lugar;titulo;direccion;hora;fecha_desde;id;observaciones;info;leyenda/0/tipo;leyenda/1/idioma;parametros;distritos/0/distrito;organiza;programa
09-04-2022;Música;La Terminal ;Kontzertua. Loraldia Terminala. Amooma. 5 €. / Kontzertua. Deep sea monk.;La Terminal ;22:00;08-04-2022;1279215941118;;;Evento de pago;Evento en castellano;http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279215941118&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;Deusto;;
10-04-2022;Música;Bilborock;Kontzertua. #VillaSoundBilbao. Sara Azurza / Supercremalleras / Kyxo. / El mejor de los mundos. Gheada. 5 €. / Éramos unos niños que escuchaban música en su cuarto. Quemar las naves. 5 €;Muelle Merced de la 1 48003 Bilbao;"Días 8 y 9; 20:00 / Día 10; 19:00";08-04-2022;1279215935136;;;Evento de pago;Evento en castellano;http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279215935136&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;;;
09-04-2022;Teatro y Danza;;"Antzerkia / Teatro. BBK Off Festival 2022. Oveja perdida. Autor y
director: Braian Kobla. 10 €. / Los chicos de Baker Miller. Dramaturgia y dirección: Álvaro Nogales + Adrián Perea. 12 €";;20:00 / 19:30;08-04-2022;1279215934709;;;Evento de pago;Evento en castellano;http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279215934709&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;;;
09-04-2022;Música;"Stage Live (Uribitarte pasealekua; 8)";"Kontzertua. Moscow Death Brigade. / Kontzertua. Bon Jovi tribute.
Runaway. 13 €-tik / Desde 13 €.
";"Stage Live (Uribitarte pasealekua; 8)";20:00;08-04-2022;1279215932705;;;Evento de pago;Evento en castellano;http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279215932705&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;Abando;;
09-04-2022;Teatro y Danza;;Monólogo de humor. Cosmos. Juan Carlos Ortega. 20 €-tik / Desde 20 €.;;20:00;08-04-2022;1279215931104;;;Evento de pago;Evento en castellano;http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279215931104&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;;;
10-04-2022;Teatro y Danza;;"Antzerkia / Teatro. Antzerki arinaren IX jardunaldiak / IX jornadas
de teatro breve. Ekarpena / Aportación: 10-17 €.";;"19:30 / Día 10; 12:00/19:00";08-04-2022;1279215926023;;;Evento gratuito;Evento en euskera;http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279215926023&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;;;
09-04-2022;Teatro y Danza;Teatro Arriaga;"Antzerkia / Teatro.
Ladies football club.
Stefano Massini. Zuz./Dir.:
Sergio Peris-Mencheta.
12 €-tik (deskontuekin) /
Desde 12 € (con descuentos)";Plaza Arriaga 1 48005 Bilbao;19:30 / 19.00;08-04-2022;1279215925075;;;Evento de pago;Evento en castellano;http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279215925075&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;;;
10-04-2022;"Cursos; Becas; Talleres";;"Bisita gidatua / Visita
guiada. BBK Off Festival 2022.
Billennium.
Paul Clarke + Jessica
Hoffmann. Ingelesez;
(17:00an; euskaraz itzulita)
10 €";;11:00/13:00/17:00/19:00;08-04-2022;1279215915806;;;Evento de pago;Evento en castellano;http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279215915806&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;;;
29-04-2022;Programas;;Parques Biosaludables de Abril;;11:30-13:00;01-04-2022;1279215740348;"<p>El programa <span class=""negrita"">Parques Biosaludables</span> se trata de un programa de promoci&oacute;n de la actividad f&iacute;sica en el que un/a monitor/a va a dinamizar la utilizaci&oacute;n de las m&aacute;quinas y aparatos de gimnasia que se encuentran al aire libre; en los denominados <span class=""negrita"">Parques Biosaludables</span>; pr&oacute;ximos a las zonas de columpios y juegos infantiles. &nbsp;</p><p>Los ciudadanos que deseen participar no necesitan inscribirse. Tan solo tendr&aacute;n que personarse en la fecha y lugar indicados en el calendario mensual.</p>";;Evento gratuito;Evento biling&uuml;e (Euskera y Castellano);http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279215740348&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;Bilbao;Área de Salud y Consumo;www.bilbao.net_CSEMBEDTYPE_=internal&amp;_PAGENAME_=Bilbaonet%2FBIO_Documento_FA%2FBIO_Documento&amp;_cid_=1279215739636&amp;_c_=BIO_Documento_FA&amp;_PACKEDARGS_=fp%3AmostrarTamanyo%3Dsi&amp;_ADDITIONALPARAMS_=fp%3AmostrarTamanyo%3Dsi
29-04-2022;Programas;;Red de Caminantes de Abril;;11:00-13:00;01-04-2022;1279215739816;"<p>La <span class=""negrita"">Red de Caminantes</span> es un programa de promoci&oacute;n de la salud que se ofrece de una manera abierta a todos los bilba&iacute;nos y bilba&iacute;nas a partir de 18 a&ntilde;os que deseen incorporar h&aacute;bitos m&aacute;s saludables a su vida cotidiana.&nbsp;</p><p>Los caminantes ser&aacute;n guiados por un monitor/dinamizador que ajustar&aacute; el ritmo y la intensidad de la marcha a la capacidad f&iacute;sica de los participantes cada d&iacute;a.</p><p>Los/as ciudadanos/as que deseen participar no necesitan inscribirse. Tan s&oacute;lo tendr&aacute;n que personarse en la fecha y lugar indicados en el calendario mensual.</p>";;Evento gratuito;Evento biling&uuml;e (Euskera y Castellano);http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279215739816&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;Bilbao;Área de Salud y Consumo;www.bilbao.net_CSEMBEDTYPE_=internal&amp;_PAGENAME_=Bilbaonet%2FBIO_Documento_FA%2FBIO_Documento&amp;_cid_=1279215739507&amp;_c_=BIO_Documento_FA&amp;_PACKEDARGS_=fp%3AmostrarTamanyo%3Dsi&amp;_ADDITIONALPARAMS_=fp%3AmostrarTamanyo%3Dsi
29-05-2022;Exposiciones;Sala Rekalde (Diputación Foral de Bizkaia);Sala Rekalde. Exosición. Mikel Erkiaga.;Alameda Recalde 30 48009 Bilbao;;29-03-2022;1279214950811;"<p>La <span class=""negrita"">Red de Caminantes</span> es un programa de promoci&oacute;n de la salud que se ofrece de una manera abierta a todos los bilba&iacute;nos y bilba&iacute;nas a partir de 18 a&ntilde;os que deseen incorporar h&aacute;bitos m&aacute;s saludables a su vida cotidiana.&nbsp;</p><p>Los caminantes ser&aacute;n guiados por un monitor/dinamizador que ajustar&aacute; el ritmo y la intensidad de la marcha a la capacidad f&iacute;sica de los participantes cada d&iacute;a.</p><p>Los/as ciudadanos/as que deseen participar no necesitan inscribirse. Tan s&oacute;lo tendr&aacute;n que personarse en la fecha y lugar indicados en el calendario mensual.</p>";;Evento de pago;Evento en castellano;http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279214950811&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;;;
25-10-2022;"Jornada; Conferencia; Congreso";;Ciclo de jornadas de salud y adicciones: Adicciones comportamentales a escena;;;22-03-2022;1279214874011;"<p>En esta &eacute;poca; estamos viviendo cambios r&aacute;pidos y grandes avances tecnol&oacute;gicos que; unidos a la accesibilidad; el ritmo de la sociedad actual o la sobreestimulaci&oacute;n est&aacute;n facilitando que algunas personas puedan ser m&aacute;s vulnerables a perder el control ante determinados comportamientos repetitivos.</p><p>Conductas cotidianas como el uso de la tecnolog&iacute;a; redes sociales; comprar o jugar; son susceptibles de generar que la persona pueda evadirse; calmarse; liberarse; sentirse euf&oacute;rica o incluso disminuir la ansiedad a trav&eacute;s de las mismas. &ldquo;En realidad; cualquier actividad normal percibida como placentera es susceptible de convertirse en una conducta adictiva&rdquo; (Echebur&uacute;a; 2012). Como consecuencia; se ha redefinido el t&eacute;rmino de adicci&oacute;n; para incluir tanto la adicci&oacute;n a sustancias como a determinados comportamientos.</p><p>En este ciclo de jornadas se sensibilizar&aacute; e informar&aacute; de: Uso compulsivo de Internet y Redes sociales; Adicci&oacute;n a los videojuegos; Dependencia emocional; Compra compulsiva; Adicci&oacute;n al sexo y Trastorno de juego de azar.</p><p>El &Aacute;rea de Salud y Consumo del Ayuntamiento de Bilbao a trav&eacute;s del V Plan Local de Adicciones; tiene como finalidad reducir la prevalencia e incidencia de los abusos de drogas y del juego con apuesta; as&iacute; como las consecuencias negativas relacionadas con las conductas adictivas. Con este prop&oacute;sito se organizan las Jornadas de Salud y Adicciones.</p><p><span class=""negrita"">Objetivos:&nbsp;</span></p><ul>    <li>Sensibilizar de la existencia de las adicciones comportamentales.</li>    <li>Dar a conocer las caracter&iacute;sticas de las adicciones comportamentales.</li>    <li>Informar de los recursos existentes para iniciar el proceso de recuperaci&oacute;n.</li></ul><p><span class=""negrita"">Dirigido a:&nbsp;</span>Las jornadas ir&aacute;n dirigidas a la poblaci&oacute;n mayor de edad; a personas afectadas por las adicciones y sus familiares y al colectivo de profesionales y voluntariado.</p><p><span class=""negrita"">Caracter&iacute;sticas:&nbsp;</span></p><ul>    <li>Jornadas independientes</li>    <li>Gratuitas</li>    <li>Requisito: Inscripci&oacute;n previa a cada jornada.</li>    <li>Inscripciones: <a href=""https://www.bilbao.eushttp://www.bilbao.net/cs/Satellite?c=Page&amp;cid=1279108069046&amp;language=es&amp;pageid=1279108069046&amp;pagename=Bilbaonet%2FPage%2FBIO_formulario"" target=""_blank"">en este enlace</a></li>    <li>Horario: 18:00 a 20:30 horas.</li>    <li>Lugar: Bilborock.&nbsp;C/ Muelle de la Merced; 1</li>    <li>Tel&eacute;fonos: 94 420 49 74 / 94 420 50 68</li></ul><p><span class=""negrita"">Ponente:&nbsp;</span>Ana Isabel Est&eacute;vez Guti&eacute;rrez;&nbsp;Doctora en Psicolog&iacute;a;&nbsp;Universidad de Deusto.</p><p><span class=""negrita"">Metodolog&iacute;a:&nbsp;</span>Exposici&oacute;n magistral con din&aacute;micas grupales; visionado de materiales audiovisuales y testimoniales.</p><p><span class=""negrita"">Calendario y contenidos:</span> Jornadas independientes:</p><ul>    <li>22 de marzo: Uso compulsivo de Internet y Redes sociales.</li>    <li>26 de abril: Adicci&oacute;n a los videojuegos</li>    <li>10 de mayo: Dependencia emocional</li>    <li>24 de mayo: Compra compulsiva</li>    <li>20 de septiembre: Adicci&oacute;n al sexo</li>    <li>25 de octubre: Trastorno de juego de azar.</li></ul><p>&nbsp;</p>";"<ul>    <li><a href=""http://www.bilbao.net/cs/Satellite?blobcol=urldata&amp;blobheader=application%2Fpdf&amp;blobheadername1=Content-disposition&amp;blobheadername2=pragma&amp;blobheadervalue1=attachment%3B+filename%3Dciclo_jornadas_salud_adicciones.pdf&amp;blobheadervalue2=public&amp;blobkey=id&amp;blobtable=MungoBlobs&amp;blobwhere=1274352348424&amp;ssbinary=true"" title=""Acceso a una nueva ventana cuyo contenido no es accesible"" onclick=""javascript:estadisticas.guardar(rastromigasdescarga + '/2022-03-22 Ciclo de jornadas de salud y adicciones' + idiomarastro);window.open(this.href;'';'width=800;height=600;scrollbars=yes;toolbar=no;menubar=no;resizable=yes;location=no'); return false;"" target=""_blank""  >Descargar folleto</a> (En formato pdf&nbsp;-&nbsp;764&nbsp;KB)</li></ul>";Evento gratuito;Evento en castellano;http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279214874011&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;Bilbao;Área de Salud y Consumo;
2022-05-30 00:00:00;Premios y Concursos;;"XV Premio de Poesía ""Blas de Otero-Ángela Figuera""";;;2022-03-15 00:00:00;1279215261145;"<p><span class=""subrayado""><span class=""negrita"">BASES</span></span><span class=""negrita"">:</span></p><ol>    <li>La Fundaci&oacute;n Blas de Otero y el Ayto. de Bilbao convocan la <span class=""negrita"">XV EDICI&Oacute;N DEL PREMIO DE POES&Iacute;A BLAS DE OTERO-&Aacute;NGELA FIGUERA</span>.</li>    <li>Podr&aacute;n concurrir autoras y autores de cualquier nacionalidad o lugar de residencia; mayores de 18 a&ntilde;os.</li>    <li>Se establecen <span class=""negrita"">dos modalidades ling&uuml;&iacute;sticas euskera y castellano</span>; pudiendo cada obra presentarse a una de las dos modalidades.</li>    <li>Las obras ser&aacute;n <span class=""negrita"">originales </span>e <span class=""negrita"">in&eacute;ditas</span>; no habiendo sido premiadas en otros cert&aacute;menes ni obtenido acc&eacute;sits que obliguen a mencionar dicha circunstancia en caso de publicaci&oacute;n (requisitos todos ellos exigibles hasta el momento del fallo). No se admiten como originales obras traducidas de lengua distinta a la modalidad a la que se opta. Las autoras o autores est&aacute;n obligados a comunicar a la organizaci&oacute;n cualquier cambio respecto al car&aacute;cter in&eacute;dito y no premiado de su trabajo que se produzca con posterioridad a su entrega.&nbsp;</li>    <li>Las obras tendr&aacute;n una <span class=""negrita"">extensi&oacute;n m&iacute;nima de 500 versos y m&aacute;xima de 1.000</span>; y el tema; la rima y la medida ser&aacute;n libres.</li>    <li>Las obras se enviar&aacute;n a trav&eacute;s de la p&aacute;gina web municipal:<br />    <br />    <a href=""http://www.bilbao.eus/premioblasdeotero-angelafiguera"" target=""_blank"">www.bilbao.eus/premioblasdeotero-angelafiguera</a><br />    <a href=""http://www.bilbao.eus/blasdeotero-angelafigueralehiaketa"" target=""_blank"">www.bilbao.eus/blasdeotero-angelafigueralehiaketa</a>; en euskera.<br />    <br />    La autora o autor de la obra deber&aacute;:<br />    <br />    - rellenar correctamente el formulario con sus datos<br />    - y adjuntar el poemario en formato PDF; sin que conste su identidad; ni ninguna referencia expl&iacute;cita a datos de los que pueda deducirse claramente la autor&iacute;a; en ninguna de las p&aacute;ginas de dicho documento.&nbsp;</li>    <li>El plazo de recepci&oacute;n <span class=""negrita"">comenzar&aacute; el 15 de marzo 2022 y finalizar&aacute; el 30 de mayo 2022</span>.</li>    <li>El <span class=""negrita"">Jurado</span>; uno para cada modalidad ling&uuml;&iacute;stica; podr&aacute; interpretar las presentes bases cuando resulte necesario; determinar sus normas de funcionamiento y ostentar&aacute; las m&aacute;ximas facultades en orden al otorgamiento de los premios o declararlos; en su caso; desiertos. El fallo del jurado es inapelable.<br />    En todo caso; la organizaci&oacute;n del presente concurso garantizar&aacute; que las y los miembros del jurado juzguen las obras sin conocer los autores o autoras de las mismas.&nbsp;</li>    <li>La persona premiada deber&aacute; asistir personalmente; o mediante representante; caso de resultarle imposible; al acto de entrega de premios en el lugar; fecha y hora que se se&ntilde;ale a tal efecto. Dicho acto se celebrar&aacute; en el <span class=""negrita"">&uacute;ltimo trimestre de 2022</span>.<br />    El fallo se har&aacute; asimismo p&uacute;blico en la direcci&oacute;n de Internet del Ayuntamiento de Bilbao: www.bilbao.eus.</li>    <li>La Fundaci&oacute;n Blas de Otero y el Ayuntamiento de Bilbao se reserva los derechos de explotaci&oacute;n de las obras premiadas sin pago adicional alguno al de la propia cuant&iacute;a del premio; constituyendo este la &uacute;nica y total remuneraci&oacute;n; conviniendo sus autoras o autores a tales efectos a:<br />    <br />    a)&nbsp;Ceder por el plazo m&aacute;ximo establecido legalmente; sin l&iacute;mite territorial y para cualquiera de los posibles sistemas de comercializaci&oacute;n; modalidades y soportes de edici&oacute;n; los derechos de reproducci&oacute;n; distribuci&oacute;n y venta de las obras premiadas. Esta cesi&oacute;n ser&aacute; en exclusiva para el Ayuntamiento de Bilbao y la Fundaci&oacute;n Blas de Otero durante el plazo de dos a&ntilde;os a partir del fallo.<br />    b)&nbsp;Facultar al Ayuntamiento y a la Fundaci&oacute;n Blas de Otero para la realizaci&oacute;n; por s&iacute; mismo o mediante convenio con el servicio editorial p&uacute;blico o privado que ellos elijan; de cuantas ediciones consideren oportunas; y con el n&uacute;mero de ejemplares que en cada una de ellas decidan libremente. &nbsp;<br />    c)&nbsp;Facultar al Ayuntamiento y la Fundaci&oacute;n Blas de Otero para la traducci&oacute;n de las obras premiadas a otros idiomas; con los mismos derechos de explotaci&oacute;n y uso que en la lengua original.</li>    <li>En todo caso; la publicaci&oacute;n al margen de la Fundaci&oacute;n Blas de Otero y/o Ayuntamiento de Bilbao de las obras premiadas deber&aacute; ir acompa&ntilde;ada de la menci&oacute;n; en caracteres relevantes; del premio obtenido.</li>    <li>La <span class=""negrita"">dotaci&oacute;n del premio</span> es de <span class=""negrita"">5.500 euros brutos</span> para cada una de las modalidades. A esa cantidad; en su caso; se efectuar&aacute;n las retenciones fiscales que resulten obligatorias en virtud de la normativa fiscal vigente (Impuesto sobre la Renta de las Personas F&iacute;sicas para residentes en el Estado espa&ntilde;ol o Impuesto sobre la Renta de no Residentes para residentes en el extranjero).</li>    <li>El hecho de participar en la convocatoria supone la &iacute;ntegra aceptaci&oacute;n de estas bases. En lo no previsto en estas bases regir&aacute; con car&aacute;cter supletorio la &ldquo;Ordenanza general reguladora de las bases para la concesi&oacute;n de subvenciones mediante convocatoria por el Ayuntamiento de Bilbao y sus organismos y entidades de derecho p&uacute;blico&rdquo;; aprobada en fecha 30 de junio de 2016 por el Excmo. Ayuntamiento Pleno y publicada en el BOB n&ordm; 138; de 20 de julio de 2016.</li></ol><p><span class=""subrayado""><span class=""negrita"">ESPECIFICACIONES PARA PODER REALIZAR LOS PAGOS A LAS PERSONAS GANADORAS</span></span></p><p>La persona premiada; si tiene residencia fiscal en territorio del Estado espa&ntilde;ol; deber&aacute; aportar; con car&aacute;cter previo a la concesi&oacute;n; la siguiente documentaci&oacute;n:</p><ul>    <li>a)&nbsp;La autorizaci&oacute;n expresa al Ayuntamiento de Bilbao para que compruebe que la persona no tiene deudas con este ayuntamiento; as&iacute; como a comprobar si est&aacute; al corriente de sus obligaciones fiscales y con la Seguridad Social (en caso contrario; deber&aacute; aportar en papel los certificados de Hacienda Foral y de la Tesorer&iacute;a General de la Seguridad Social). (seg&uacute;n modelo que se les facilitar&aacute;).</li>    <li>b)&nbsp;Una &ldquo;Declaraci&oacute;n responsable&rdquo; de no estar incursa en ninguna de las prohibiciones para obtener la condici&oacute;n de beneficiaria prevista en el art. 13 de la Ley 38/2003; General de Subvenciones; ni en la prevista en el art. 24-2&ordm; de la Ley 4/2005 para la Igualdad de Mujeres y Hombres (seg&uacute;n modelo que se les facilitar&aacute;).</li>    <li>c)&nbsp;Si no han recibido nunca un pago del Ayuntamiento de Bilbao por cualquier concepto y; por lo tanto; no figuran inscritas en el Registro municipal de Acreedores deber&aacute;n presentar; debidamente cumplimentada; la &ldquo;Ficha de Acreedores&rdquo; (seg&uacute;n modelo que se les facilitar&aacute;) a la que se le adjuntar&aacute; el DNI/NIF/Pasaporte; y cualquier documento por el que quede acreditada la titularidad de la cuenta bancaria donde deba realizarse el ingreso.&nbsp;</li></ul><p>En el caso de que la persona tuviera residencia fiscal en el extranjero; deber&aacute; aportar; en vez de la autorizaci&oacute;n requerida en el apartado a); El &ldquo;Certificado de Residencia Fiscal&rdquo; emitido por la autoridad competente de su pa&iacute;s de residencia.</p><p>Bilbao; marzo de 2022</p>";"<ul>    <li><a href=""http://www.bilbao.net/cs/Satellite?blobcol=urldata&amp;blobheader=application%2Fpdf&amp;blobheadername1=Content-disposition&amp;blobheadername2=pragma&amp;blobheadervalue1=attachment%3B+filename%3Dpremio_poesia_blas_otero_angela_figuera_2022_bases.pdf&amp;blobheadervalue2=public&amp;blobkey=id&amp;blobtable=MungoBlobs&amp;blobwhere=1274353834723&amp;ssbinary=true"" title=""Acceso a una nueva ventana cuyo contenido no es accesible"" onclick=""javascript:estadisticas.guardar(rastromigasdescarga + '/2022-03-15 Premio de Poesía Blas de Otero-Ángela Figuera' + idiomarastro);window.open(this.href;'';'width=800;height=600;scrollbars=yes;toolbar=no;menubar=no;resizable=yes;location=no'); return false;"" target=""_blank""  >Descargar bases</a> (En formato pdf&nbsp;-&nbsp;2&nbsp;MB)</li></ul>";Evento gratuito;Evento biling&uuml;e (Euskera y Castellano);http://www.bilbao.net/cs/Satellite?c=BIO_Evento_FA&amp;cid=1279215261145&amp;language=es&amp;pageid=1272990243152&amp;pagename=Bilbaonet/BIO_Evento_FA/BIO_Evento;Bilbao;Área de Cultura;
